,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa
4315,849502,RAMTRON INTERNATIONAL CORP,2007-02-21,3,0,29,9,7,2,0,0,0,3,3,1,0,0,11158,46.526,9.891,0.212590809
4317,315852,RANGE RESOURCES CORP,2007-02-27,7,0,21,2,1,1,0,0,0,3,1,1,0,0,4288,4016.508,230.56900000000002,0.057405338
4337,1103078,RASER TECHNOLOGIES INC,2007-03-20,7,0,13,30,8,1,0,0,0,11,9,1,0,0,20067,23.784000000000002,-15.749,-0.662167844
4338,82166,RAVEN INDUSTRIES INC,2007-03-30,6,0,10,4,3,0,2,0,0,2,0,1,0,0,1628,147.861,27.802,0.188027945
4339,52827,RAYONIER INC,2007-02-27,3,0,8,7,2,2,0,0,0,2,1,0,0,0,9981,2079.041,174.269,0.08382182
4340,1047122,RAYTHEON CO/,2007-02-22,13,0,42,4,10,1,0,1,2,1,2,2,0,0,8532,23281.0,2578.0,0.110734075
4342,1034239,RC2 CORP,2007-02-28,0,0,13,0,2,1,0,0,0,1,2,1,0,0,2897,650.245,21.686,0.033350506
4343,700841,RCM TECHNOLOGIES INC,2007-03-22,2,0,6,3,0,0,0,0,0,0,1,0,0,0,1144,109.714,6.769,0.061696775
4345,716634,READING INTERNATIONAL INC,2007-03-30,5,0,35,13,4,0,0,0,1,4,5,0,1,0,9264,346.07099999999997,-2.103,0.00048291199999999995
4355,930236,REDWOOD TRUST INC,2007-02-20,3,0,93,19,11,0,0,0,2,9,1,3,0,0,12234,9938.472,-1108.637,-0.111550045
4356,82811,REGAL BELOIT CORP,2007-02-28,0,0,8,20,1,0,0,0,0,0,3,1,1,0,6867,1862.247,118.34700000000001,0.063550646
4359,910606,REGENCY CENTERS CORP,2007-02-27,0,0,14,3,1,0,0,0,0,4,1,0,0,0,3990,4143.012,203.65099999999998,0.049155301
4364,1281761,REGIONS FINANCIAL CORP,2007-03-01,2,0,18,1,3,1,0,0,0,0,2,2,0,0,2516,141041.717,1251.095,0.00887039
4366,898174,REINSURANCE GROUP OF AMERICA INC,2007-02-27,3,0,42,10,8,2,0,0,0,1,3,6,0,3,7196,21598.009,293.834,0.01360468
4367,861884,RELIANCE STEEL & ALUMINUM CO,2007-03-01,0,0,19,5,4,2,0,0,1,1,2,1,1,0,6339,3983.4770000000003,407.955,0.10241178699999999
4370,2186,RELM WIRELESS CORP,2007-03-07,2,0,8,4,1,1,0,0,0,1,1,4,0,0,3089,30.145,1.8459999999999999,0.061237353
4374,913144,RENAISSANCERE HOLDINGS LTD,2007-03-01,11,0,69,18,2,1,0,3,0,4,17,12,0,5,11598,8286.355,612.436,0.073908974
4375,715072,RENASANT CORP,2007-03-07,2,1,53,5,7,1,0,1,1,1,9,3,3,0,15257,3612.2870000000003,31.101,0.008609781
4377,1118361,RENOVIS INC,2007-03-15,5,0,17,4,5,2,0,0,0,0,2,2,0,0,8743,85.75,-32.815,-0.382682216
4380,897075,REPROS THERAPEUTICS INC.,2007-03-14,6,0,15,4,2,2,0,1,0,7,2,7,0,0,10072,27.599,-13.7,-0.49639479700000005
4381,1159154,REPUBLIC AIRWAYS HOLDINGS INC,2007-03-15,0,0,10,1,4,1,0,0,0,1,3,3,0,0,7593,2773.078,82.758,0.029843373
4382,921557,REPUBLIC BANCORP INC /KY/,2007-03-15,5,0,48,3,4,1,0,0,0,1,1,1,0,0,10729,3165.3590000000004,24.913,0.007870513
4383,834285,REPUBLIC FIRST BANCORP INC,2007-03-14,2,0,11,1,1,0,0,1,0,1,3,2,0,0,2745,1016.308,6.885,0.0067745209999999995
4384,1060391,REPUBLIC SERVICES INC,2007-02-23,0,0,17,17,3,1,0,1,0,1,4,0,0,0,8959,4467.8,290.2,0.06495366799999999
4385,776325,RES CARE INC /KY/,2007-03-07,0,2,4,10,2,4,0,0,1,2,6,2,0,0,14432,834.543,43.891000000000005,0.05259285599999999
4389,887921,REVLON INC /DE/,2007-03-13,0,0,12,1,16,0,0,0,0,0,1,1,0,0,8190,889.3,-16.1,0.001001553
4413,1034842,RIGEL PHARMACEUTICALS INC,2007-03-08,14,0,18,5,4,0,0,0,1,2,1,4,0,0,6949,115.789,-74.27199999999999,-0.641442624
4416,1015593,RIVER VALLEY BANCORP,2007-03-16,1,0,6,0,0,0,0,1,0,0,3,1,0,0,680,350.061,2.209,0.006310329
4419,84246,RLI CORP,2007-02-28,3,0,14,2,3,2,0,0,0,1,2,4,0,0,3001,2626.5229999999997,175.86700000000002,0.066958104
4420,1011109,ROBERTS REALTY INVESTORS INC,2007-03-28,0,0,27,13,4,0,2,1,0,2,5,3,1,0,11712,127.45100000000001,-3.412,-0.026771073
4423,895456,"ROCKY BRANDS, INC.",2007-03-15,0,0,8,33,7,0,0,0,0,2,1,2,1,0,9264,216.725,-23.105,-0.106609759
4425,84748,ROGERS CORP,2007-02-27,1,0,5,4,4,0,0,0,0,0,1,0,1,0,1568,470.94800000000004,22.124000000000002,0.046977585999999995
4428,1355823,ROMA FINANCIAL CORP,2007-03-09,0,0,7,0,0,1,0,1,0,0,0,0,0,0,1518,907.1139999999999,7.216,0.007954899
4429,1088144,ROME BANCORP INC,2007-03-15,0,1,7,1,0,0,0,0,0,0,1,0,0,0,2148,318.131,3.054,0.009599819
4430,882835,ROPER INDUSTRIES INC /DE/,2007-03-01,0,0,12,2,1,0,0,1,0,1,0,0,1,0,2713,3453.184,250.033,0.07240650900000001
4431,1175108,ROTECH HEALTHCARE INC,2007-03-16,6,0,20,21,5,2,2,1,0,18,6,18,0,0,23409,546.773,-46.074,-0.08426531699999999
4433,922487,ROYAL BANCSHARES OF PENNSYLVANIA INC,2007-03-16,0,0,19,2,0,0,0,0,1,0,0,1,0,0,1995,1278.475,0.564,0.0013859000000000002
4434,884887,ROYAL CARIBBEAN CRUISES LTD,2007-02-28,4,0,14,3,1,0,1,0,0,0,1,2,0,0,2686,14982.281,603.405,0.040274575
4436,29669,RR Donnelley & Sons Co,2007-02-28,2,0,12,1,4,0,0,0,0,0,0,5,0,0,1887,12086.7,-48.9,-0.004045769
4440,869561,RURAL CELLULAR CORP,2007-03-05,2,0,7,10,6,2,2,2,0,11,3,8,0,0,18421,1349.845,-14.800999999999998,0.0015523289999999999
4442,767405,RURBAN FINANCIAL CORP,2007-03-22,1,0,8,2,3,0,0,0,0,0,1,1,0,0,2022,561.214,3.2569999999999997,0.00580349
4443,1012019,RUSH ENTERPRISES INC \TX\,2007-03-15,1,0,11,18,2,0,0,0,0,0,1,0,0,0,11674,1031.5910000000001,51.492,0.049915130999999995
4445,85961,RYDER SYSTEM INC,2007-02-15,1,0,7,1,2,1,0,0,0,0,0,1,0,0,2170,6854.649,253.861,0.037034865
4447,85974,RYLAND GROUP INC,2007-02-28,2,0,9,1,1,2,0,0,0,1,0,0,0,0,1159,2542.179,-333.526,-0.131196898
4448,1316625,"Rackable Systems, Inc.",2007-02-28,1,0,6,9,11,10,0,0,0,2,2,2,0,0,14257,352.458,-69.557,-0.19734833699999998
4449,790526,"RadNet, Inc.",2007-02-07,2,0,14,9,6,0,0,0,0,0,1,0,0,0,6237,433.62,-18.131,-0.041813107999999995
4450,1317405,"Ready Mix, Inc.",2007-03-30,0,0,6,1,3,1,0,0,0,0,2,0,0,0,2343,46.278999999999996,1.355,0.029278939
4476,1332551,Resource Capital Corp.,2007-03-30,3,0,61,4,10,1,0,0,0,7,5,4,2,0,15294,2072.1479999999997,8.89,0.004290234
4481,1357326,"Riverbed Technology, Inc.",2007-02-09,3,0,16,2,8,5,0,0,0,11,3,9,0,0,8535,337.602,14.798,0.043832679000000006
4483,1315695,"Rockwood Holdings, Inc.",2007-03-16,0,0,21,4,3,3,0,0,0,0,0,1,0,0,8108,5514.9,317.1,0.057498775999999995
4484,1340282,Rosetta Resources Inc.,2007-03-16,6,0,19,4,4,5,0,0,0,0,1,2,0,0,8336,1357.214,57.205,0.042148843
4485,1324272,"Ruths Chris Steak House, Inc.",2007-03-16,4,1,8,22,5,2,0,0,0,3,0,0,0,0,10728,260.278,18.146,0.069717763
4488,719220,S&T BANCORP INC,2007-02-28,0,0,8,2,1,1,0,0,0,0,0,0,1,0,831,3421.1690000000003,56.144,0.016410765
4489,1063254,S1 CORP /DE/,2007-03-16,1,0,8,1,1,3,0,0,0,2,2,4,2,0,3827,281.844,19.495,0.06916947
4490,710752,SABINE ROYALTY TRUST,2007-03-13,2,0,1,1,0,2,0,0,0,1,1,3,0,0,2112,6.624,57.06,8.614130435
4495,86104,SAFECO CORP,2007-02-23,0,0,15,2,1,1,0,0,0,0,1,3,0,0,3094,12640.4,707.8,0.055995063
4498,86144,SAFEWAY INC,2007-02-26,8,0,13,5,4,0,0,0,0,0,2,8,0,0,5894,17651.0,888.4,0.050331426
4504,1050606,SALEM COMMUNICATIONS CORP /DE/,2007-03-16,0,0,6,3,7,0,1,0,0,1,2,6,1,0,6164,679.798,8.175,0.012025631
4505,1108524,SALESFORCE COM INC,2007-03-09,8,0,14,8,8,5,0,0,0,8,1,5,0,0,8963,1089.593,18.355999999999998,0.016846657
4506,1060219,SALISBURY BANCORP INC,2007-03-30,0,0,12,0,1,0,0,0,0,1,1,1,0,0,2122,461.96,3.8,0.00822582
4507,1009356,SALIX PHARMACEUTICALS LTD,2007-03-15,4,0,12,16,5,2,0,0,0,3,3,1,0,0,13786,397.102,8.225,0.020712563
4516,1071341,SANDERS MORRIS HARRIS GROUP INC,2007-03-16,2,0,29,1,0,1,0,0,0,3,1,1,0,0,5607,291.548,5.093,0.017468822
4517,1000180,SANDISK CORP,2007-02-28,7,0,25,7,12,5,0,1,0,3,3,5,0,0,16193,7234.819,218.357,0.030181405
4519,1001233,SANGAMO BIOSCIENCES INC,2007-03-01,6,0,12,6,4,2,1,0,0,2,5,5,0,0,9063,83.9,-21.48,-0.25601907
4521,1099958,SANTANDER BANCORP,2007-03-30,3,1,37,1,1,0,0,0,0,1,1,5,6,0,3830,9160.213,-36.245,-0.0039567859999999995
4522,1172480,SANTARUS INC,2007-03-06,10,0,34,23,12,3,2,0,0,4,9,11,0,0,29010,85.344,-44.265,-0.518665636
4536,907254,SAUL CENTERS INC,2007-03-14,0,0,17,23,2,0,0,0,0,0,5,1,0,0,13539,727.443,36.703,0.050454812
4537,860519,SAVANNAH BANCORP INC,2007-03-15,0,0,29,0,3,1,0,0,0,2,1,2,0,0,5789,932.459,7.636,0.008189100000000001
4539,1058444,"SAVVIS, Inc.",2007-02-26,4,0,19,2,4,1,0,0,0,1,1,0,0,0,5244,889.9730000000001,250.59099999999998,0.281571463
4541,1034054,SBA COMMUNICATIONS CORP,2007-03-01,1,0,14,1,14,3,0,0,0,2,3,0,0,0,6844,2384.323,-77.87899999999999,-0.03266294
4543,754737,SCANA CORP,2007-03-01,3,0,12,1,1,0,0,0,0,2,0,1,0,1,2625,10165.0,327.0,0.032169208
4544,764038,SCBT FINANCIAL CORP,2007-03-16,2,1,17,3,3,3,0,0,0,0,2,1,1,0,3253,2597.183,21.565,0.008303227
4548,87347,SCHLUMBERGER LTD /NV/,2007-02-16,2,0,9,1,0,0,0,0,0,0,1,0,0,0,1635,27853.372000000003,5176.516,0.18584880899999998
4551,880771,SCICLONE PHARMACEUTICALS INC,2007-03-16,5,0,11,4,10,3,0,1,0,1,3,9,0,0,10062,58.659,-9.948,-0.16959034399999998
4552,1106773,"SCIELE PHARMA, INC.",2007-02-27,3,0,25,2,3,0,0,0,0,0,0,0,0,0,6516,816.668,45.407,0.055600317
4556,1102542,SCO GROUP INC,2007-01-26,0,0,8,3,2,0,0,0,0,0,2,0,1,0,3989,14.309000000000001,-6.8260000000000005,-0.477042421
4557,934936,"SCOLR Pharma, Inc.",2007-03-13,3,0,8,4,4,0,0,1,0,1,2,2,0,0,5306,13.687000000000001,-10.619000000000002,-0.775845693
4558,1064122,SCOTTISH RE GROUP LTD,2007-03-01,13,0,46,21,6,2,0,1,2,14,2,7,0,3,13273,12821.063,-895.742,-0.06986487799999999
4559,1013609,SCPIE HOLDINGS INC,2007-03-16,8,0,10,7,1,1,0,0,0,2,0,6,0,0,5159,672.7360000000001,17.939,0.026665735
4560,832428,SCRIPPS E W CO /DE,2007-03-01,1,0,6,0,4,0,0,0,0,0,0,1,1,0,3330,4005.292,-1.621,0.0048115779999999995
4562,88121,SEABOARD CORP /DE/,2007-03-05,2,0,27,0,0,3,0,0,0,0,2,0,0,0,3050,2093.699,181.332,0.08660843800000001
4564,730708,SEACOAST BANKING CORP OF FLORIDA,2007-03-15,0,0,13,4,2,0,0,0,0,1,4,2,0,0,2305,2419.874,9.765,0.004035334000000001
4568,1310067,SEARS HOLDINGS CORP,2007-03-28,4,0,9,0,2,5,0,0,0,1,0,1,0,0,2246,27397.0,826.0,0.030149286
4569,1060736,SEATTLE GENETICS INC /WA,2007-03-09,5,0,10,4,3,1,0,0,0,3,3,5,0,0,7844,148.53,-48.931999999999995,-0.329441864
4572,925464,SECURITY BANK CORP,2007-03-15,0,1,22,1,2,0,0,0,0,0,6,3,1,0,3886,2833.071,6.587999999999999,0.002325392
4574,350894,SEI INVESTMENTS CO,2007-02-23,5,0,25,9,6,0,0,1,0,0,2,2,0,0,7820,1252.365,259.809,0.20745469600000002
4575,827187,SELECT COMFORT CORP,2007-02-27,1,0,10,5,7,3,0,0,0,0,2,1,1,6,7463,190.489,27.62,0.144995249
4578,230557,SELECTIVE INSURANCE GROUP INC,2007-03-01,1,0,48,3,1,1,0,0,0,0,4,8,0,0,10836,5001.992,146.498,0.029287932000000003
4581,1075415,SENIOR HOUSING PROPERTIES TRUST,2007-02-28,2,1,22,30,4,0,0,1,0,3,7,3,0,0,30438,1701.894,85.303,0.050122393
4582,1123979,SENOMYX INC,2007-02-23,5,0,9,3,4,4,0,0,0,5,4,5,0,0,9446,79.249,-21.831,-0.27547350800000003
4583,310142,SENSIENT TECHNOLOGIES CORP,2007-03-01,1,0,9,0,1,0,0,0,0,0,1,0,0,0,1703,1564.182,77.786,0.049729507
4584,877357,SEPRACOR INC /DE/,2007-03-01,7,0,18,3,5,1,1,3,1,3,5,5,0,0,11530,1404.726,58.333,0.041526247999999995
4586,1076481,SEQUENOM INC,2007-03-30,8,0,15,3,6,4,1,0,0,2,6,5,0,0,10424,76.046,-21.983,-0.289075034
4589,868271,SEVERN BANCORP INC,2007-03-14,1,1,8,1,1,0,0,0,0,1,2,2,3,0,2872,962.2339999999999,11.110999999999999,0.011547087
4595,354963,SHENANDOAH TELECOMMUNICATIONS CO/VA/,2007-03-16,4,0,12,0,7,0,0,0,0,2,0,1,1,0,4469,221.524,18.803,0.084880194
4597,89800,SHERWIN WILLIAMS CO,2007-02-28,14,1,13,2,0,0,0,0,0,3,1,2,2,0,2916,4855.34,615.578,0.126783706
4598,1051009,SHOE PAVILION INC,2007-03-08,2,0,12,22,5,4,0,1,0,1,0,1,1,0,8018,80.438,-16.294,-0.20256595100000002
4599,1035092,SHORE BANCSHARES INC,2007-03-16,0,0,10,1,0,0,0,0,0,0,3,9,0,0,3539,956.9110000000001,13.45,0.014055643999999999
4600,1045690,SHORE FINANCIAL CORP,2007-03-20,0,0,11,0,1,3,0,0,0,0,0,2,0,0,1667,266.66700000000003,2.7310000000000003,0.010241237
4606,1130144,SIERRA BANCORP,2007-03-15,1,5,5,1,0,0,0,0,0,0,1,0,3,0,2037,1233.735,21.022,0.017039316000000002
4607,754009,SIERRA HEALTH SERVICES INC,2007-02-27,2,1,20,9,4,0,0,0,0,0,1,1,3,0,5676,774.6510000000001,94.052,0.121412094
4609,741508,SIERRA PACIFIC RESOURCES /NV/,2007-03-01,3,0,11,0,1,3,0,0,0,2,1,6,0,0,4414,9464.75,197.295,0.020845242
4610,1010086,SIGA TECHNOLOGIES INC,2007-03-16,3,0,7,6,3,0,0,0,0,0,1,3,0,0,5217,10.589,-5.638999999999999,-0.532533761
4611,90185,SIGMA ALDRICH CORP,2007-02-27,6,0,15,4,7,4,4,0,1,4,1,2,0,0,5934,2629.1,311.1,0.118329466
4612,1043639,SIGMATEL INC,2007-03-16,4,0,16,5,5,2,0,1,0,10,2,3,0,0,9015,135.252,-37.777,-0.279308254
4614,849869,SILGAN HOLDINGS INC,2007-03-01,1,0,11,1,0,0,0,0,0,0,1,1,0,0,4026,2140.013,122.779,0.057373016
4618,1033032,SILVERLEAF RESORTS INC,2007-03-16,1,0,7,7,4,1,0,0,0,6,2,2,0,0,7783,581.059,27.704,0.047678463
4621,1063761,SIMON PROPERTY GROUP INC /DE/,2007-02-28,1,0,34,3,1,0,0,0,0,0,1,1,0,0,4163,23605.662,491.23900000000003,0.020810218999999998
4624,920371,SIMPSON MANUFACTURING CO INC /CA/,2007-03-01,2,0,21,14,3,0,0,0,0,3,3,1,0,0,12003,817.679,68.742,0.084069665
4625,1094005,SINA CORP,2007-03-01,16,0,17,10,3,3,0,0,2,2,10,8,0,0,15536,662.263,57.729,0.08716929699999999
4629,1163943,SIRF TECHNOLOGY HOLDINGS INC,2007-02-27,8,0,20,6,10,3,0,0,0,5,7,6,0,0,10349,563.741,-10.397,-0.018442866000000002
4630,908937,SIRIUS SATELLITE RADIO INC,2007-03-01,4,0,6,4,7,0,0,0,0,1,1,2,0,0,3804,1694.149,-565.252,-0.33364952
4634,1065837,SKECHERS USA INC,2007-03-16,3,0,11,8,5,2,0,1,0,3,3,4,2,1,5672,827.977,75.686,0.091410752
4638,1040971,SL GREEN REALTY CORP,2007-02-28,2,0,22,2,3,1,0,0,0,6,5,2,0,0,9678,11430.078000000001,660.41,0.057778258
4639,89270,SL INDUSTRIES INC,2007-03-26,3,0,4,0,2,1,0,0,0,2,0,2,0,0,2280,104.67299999999999,8.411,0.08035501
4661,1050031,SM&A,2007-03-14,0,0,2,1,1,2,0,0,0,0,0,0,0,0,1399,50.678000000000004,6.272,0.12376179
4672,721083,SMITH INTERNATIONAL INC,2007-03-01,2,0,6,3,1,0,0,0,0,0,0,0,0,0,975,6061.88,647.0509999999999,0.10674097800000001
4673,948708,SMITH MICRO SOFTWARE INC,2007-03-30,4,0,14,4,8,2,0,0,0,4,5,5,0,0,6547,162.421,3.161,0.019461769
4674,747345,SMITHTOWN BANCORP INC,2007-03-09,0,0,5,0,1,0,0,0,0,0,0,0,0,0,818,1121.149,14.275,0.012732473999999999
4677,91440,SNAP ON INC,2007-02-20,4,0,13,2,2,0,0,0,0,0,0,0,0,0,3438,2765.1,181.2,0.065531084
4678,944075,SOCKET COMMUNICATIONS INC,2007-03-21,1,0,12,8,12,3,0,0,0,2,3,2,0,0,12359,21.974,-3.34,-0.151997816
4682,704328,SOMANETICS CORP,2007-02-08,8,0,18,12,3,1,0,0,0,6,5,3,0,0,9502,104.984,9.682,0.09222357699999999
4683,1189396,SOMERSET HILLS BANCORP,2007-03-21,0,0,14,2,1,0,0,0,0,2,1,1,0,0,2305,285.47,0.382,0.0013381439999999999
4684,91741,SONESTA INTERNATIONAL HOTELS CORP,2007-03-26,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1134,129.591,1.337,0.001412575
4685,1043509,SONIC AUTOMOTIVE INC,2007-03-16,1,1,17,3,3,1,0,1,0,4,1,1,1,0,8454,3282.744,95.50200000000001,0.00314587
4688,91767,SONOCO PRODUCTS CO,2007-02-28,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1086,3340.243,214.15599999999998,0.064113898
4692,714284,SORL Auto Parts Inc,2007-03-26,9,1,19,6,9,3,0,0,0,8,3,0,0,0,8396,93.97399999999999,10.744000000000002,0.114329495
4693,823094,SOTHEBYS,2007-03-01,1,0,3,0,0,0,0,0,0,0,0,4,0,0,1020,2020.104,213.139,0.105508924
4696,797871,SOUTH FINANCIAL GROUP INC,2007-02-28,0,0,16,0,2,0,0,0,0,0,0,0,0,0,1478,13877.583999999999,73.27600000000001,0.00528017
4699,91928,SOUTH JERSEY INDUSTRIES INC,2007-03-01,0,0,14,0,0,0,0,0,0,3,0,2,0,0,1235,1529.441,62.268,0.040712913999999996
4700,1083689,SOUTHCOAST FINANCIAL CORP,2007-03-16,0,0,7,2,2,0,0,0,0,1,0,1,1,0,2326,500.852,3.429,0.006846334
4705,1159427,SOUTHERN COMMUNITY FINANCIAL CORP,2007-03-16,1,0,16,1,1,0,0,0,1,1,6,4,0,0,4803,1569.182,7.553999999999999,0.004813973
4710,203248,SOUTHERN UNION CO,2007-03-01,8,0,47,7,6,2,0,0,0,2,6,7,0,0,10573,7397.9130000000005,228.71099999999998,0.030915611000000003
4715,92472,SOUTHWEST WATER CO,2007-03-16,1,0,33,14,5,1,0,0,0,1,2,2,0,0,12338,516.409,-8.046,-0.015580673
4717,7332,SOUTHWESTERN ENERGY CO,2007-03-01,4,0,31,15,2,2,0,0,0,1,2,2,0,0,22275,3622.716,221.174,0.061051984000000004
4719,811830,SOVEREIGN BANCORP INC,2007-03-01,1,0,8,0,5,1,0,0,0,2,2,3,1,0,1457,84746.396,-1349.2620000000002,-0.015921173
4721,944314,SOVRAN SELF STORAGE INC,2007-03-01,0,0,13,2,1,0,0,0,0,0,2,0,0,0,3368,1164.636,39.214,0.033670606
4724,743238,SPARTAN MOTORS INC,2007-03-16,2,1,7,10,3,0,0,0,0,1,3,2,0,0,5860,318.664,24.504,0.076896041
4729,789132,SPECTRANETICS CORP,2007-03-16,5,0,39,47,5,1,0,0,0,8,0,6,0,0,21973,108.046,7.229,0.06690668799999999
4731,831547,SPECTRUM PHARMACEUTICALS INC,2007-03-14,8,0,36,28,13,1,0,1,0,7,10,5,0,0,25241,57.54,-34.036,-0.591518943
4732,934648,SPEEDWAY MOTORSPORTS INC,2007-03-15,2,0,30,31,1,0,0,0,0,4,5,0,0,0,16403,1578.32,38.394,0.024325865
4736,101830,SPRINT NEXTEL CORP,2007-03-01,3,0,14,12,8,0,0,0,0,4,2,4,0,0,12042,64109.0,-29580.0,-0.461401675
4737,869570,SPSS INC,2007-03-02,5,0,17,16,3,0,0,0,0,1,1,54,0,0,7462,501.06,33.725,0.06730730900000001
4738,88205,SPX CORP,2007-03-01,0,0,18,2,2,0,5,0,0,1,0,3,0,0,5965,6237.4,294.2,0.047167089
4739,1014041,SRI SURGICAL EXPRESS INC,2007-03-23,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1166,71.968,-3.193,-0.04436694099999999
4742,203077,ST JUDE MEDICAL INC,2007-02-28,1,0,12,7,1,0,2,0,0,0,2,3,0,0,9352,5329.404,559.038,0.10489690800000001
4747,1082923,STAMPS.COM INC,2007-03-16,5,0,12,1,2,2,0,0,0,4,2,0,0,0,4758,104.95299999999999,10.665999999999999,0.101626442
4748,1079577,STANCORP FINANCIAL GROUP INC,2007-02-28,0,0,37,4,1,3,0,0,0,1,1,2,0,2,7413,14982.9,227.5,0.015183976
4749,93389,STANDARD MOTOR PRODUCTS INC,2007-03-16,1,0,3,6,4,1,0,0,0,2,1,0,0,0,3532,678.092,2.275,0.003355002
4750,878560,STANDARD PACIFIC CORP /DE/,2007-02-23,0,0,14,0,2,2,0,0,0,3,1,0,0,0,3676,3400.7259999999997,-767.273,-0.225620353
4752,93456,STANDARD REGISTER CO,2007-03-07,3,0,5,2,0,0,0,1,0,6,0,2,0,0,2547,419.546,-7.305,-0.017411678
4753,797465,STANLEY FURNITURE CO INC.,2007-02-05,0,0,6,1,1,1,0,0,0,0,0,2,1,0,1065,173.731,5.902,0.03397206
4754,93556,STANLEY WORKS,2007-02-27,5,0,13,1,1,1,4,0,0,0,2,1,0,0,3914,4779.9,336.6,0.070419883
4757,1002590,STAR GAS PARTNERS LP,2007-01-17,0,0,10,3,0,2,0,0,0,1,2,1,0,0,4221,602.104,38.241,0.063512284
4766,1102741,"STEC, INC.",2007-03-30,3,0,22,3,7,4,0,1,0,10,3,3,0,0,8772,209.68400000000003,10.014,0.047757577999999995
4769,1018946,STEINER LEISURE LTD,2007-03-16,0,0,32,10,3,3,0,0,1,4,5,1,1,0,11211,272.211,44.696999999999996,0.16419983
4770,911583,STEINWAY MUSICAL INSTRUMENTS INC,2007-03-16,1,0,16,1,1,1,0,1,0,0,0,0,0,0,2895,457.67800000000005,15.41,0.03366996
4772,94049,STEPAN CO,2007-03-08,4,0,8,0,0,0,0,0,0,1,1,1,0,0,3201,573.185,15.118,0.026375429
4773,861878,STERICYCLE INC,2007-03-01,1,0,5,2,1,0,2,1,0,1,1,1,0,0,2107,1608.1589999999999,118.37799999999999,0.073610881
4774,93451,STERLING BANCORP,2007-03-16,5,1,62,2,3,1,0,0,0,1,6,5,2,0,13423,2012.649,14.599,0.007253624
4775,891098,STERLING BANCSHARES INC,2007-02-28,1,2,3,0,0,0,0,0,0,0,0,1,2,0,1297,4535.909000000001,52.961999999999996,0.01167616
4777,874238,STERLING CONSTRUCTION CO INC,2007-03-16,1,0,23,12,17,1,0,2,0,2,2,3,0,0,10724,274.515,14.444,0.052616433
4780,913241,"STEVEN MADDEN, LTD.",2007-03-09,6,0,18,16,4,2,0,1,0,1,1,1,3,0,8482,266.52099999999996,35.69,0.133910649
4781,878522,STEWART ENTERPRISES INC,2007-01-16,2,0,10,26,7,2,0,0,0,2,1,6,0,0,12033,2438.974,39.813,0.0027762240000000003
4782,94344,STEWART INFORMATION SERVICES CORP,2007-03-01,1,0,6,1,1,2,0,0,0,0,0,1,0,0,1768,1441.974,-40.22,-0.02789232
4783,720672,STIFEL FINANCIAL CORP,2007-03-16,2,0,36,2,9,0,0,0,1,3,1,2,0,0,6156,1499.44,32.17,0.021454676000000002
4787,1043337,STONERIDGE INC,2007-03-16,0,0,9,1,1,0,0,0,0,0,1,0,0,0,2114,527.769,16.671,0.031587683
4790,1057436,"STRATEGIC HOTELS & RESORTS, INC",2007-03-01,1,0,34,5,4,0,0,0,0,0,2,3,0,0,10135,3366.296,69.158,0.020544242
4812,885508,STRATUS PROPERTIES INC,2007-03-16,1,0,8,2,2,0,0,0,0,0,1,2,0,0,1451,228.357,13.355,0.058482989000000006
4814,1013934,STRAYER EDUCATION INC,2007-02-27,0,0,7,0,0,1,0,0,0,0,0,0,0,0,3411,343.778,64.937,0.18889225
4878,310764,STRYKER CORP,2007-02-28,1,0,3,2,1,0,0,0,0,0,2,1,0,0,1322,7354.0,1017.4,0.138346478
4880,95029,STURM RUGER & CO INC,2007-03-05,0,0,2,5,3,0,0,1,1,0,5,0,0,0,3606,101.882,10.329,0.10138199099999999
4882,811808,SUMMIT FINANCIAL GROUP INC,2007-03-13,0,0,8,0,0,2,0,0,0,0,1,0,0,0,849,1435.536,6.456,0.004497275
4884,1269132,SUMTOTAL SYSTEMS INC,2007-03-16,11,2,14,21,9,1,0,2,0,8,11,5,0,0,16948,171.04,-7.726,-0.04517072
4885,1017793,SUN BANCORP INC /NJ/,2007-03-16,0,0,9,0,0,0,0,0,0,0,2,1,0,0,1956,3338.3920000000003,19.352,0.0057968030000000005
4888,904978,SUN HEALTHCARE GROUP INC,2007-03-08,1,0,6,1,3,0,0,0,0,0,3,0,0,0,3255,1373.826,57.51,0.041861196
4889,1024795,SUN HYDRAULICS CORP,2007-03-14,1,0,9,5,1,0,0,0,0,0,1,0,0,0,2418,110.78,22.131,0.199774327
4897,95304,SUNOCO INC,2007-02-26,0,0,10,1,0,1,0,0,0,2,4,3,0,0,4850,12426.0,891.0,0.071704491
4898,1161154,SUNOCO LOGISTICS PARTNERS LP,2007-02-23,1,0,10,2,6,1,0,0,0,1,1,1,1,0,7259,7708.428000000001,676.1389999999999,0.087714253
4899,867773,SUNPOWER CORP,2007-03-02,5,0,55,44,21,3,0,0,0,10,7,9,0,0,38425,1653.7379999999998,9.202,0.0055643640000000005
