Unnamed: 0,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa,prcc_f,dvt,Stock Return,Industry
1199,1373715,SERVICENOW INC,2015-02-27,6.0,0.0,28.0,4.0,14.0,4.0,0.0,0.0,0.0,6.0,5.0,8.0,0.0,1.0,13996.0,1807.0520000000001,-198.426,-0.109806469,86.56,0.0,-21.6150647,Services
1200,1532930,SEVENTY SEVEN ENERGY INC,2015-03-02,6.0,0.0,38.0,22.0,4.0,2.0,0.0,0.0,0.0,6.0,8.0,4.0,2.0,0.0,18872.0,1902.618,-221.391,-0.116361245,1.05,0.0,415.2380952,Mining
1201,1610466,SHELL MIDSTREAM PARTNERS LP,2015-03-25,4.0,0.0,37.0,20.0,8.0,2.0,0.0,2.0,0.0,11.0,7.0,9.0,0.0,0.0,28008.0,715.5,206.4,0.288469602,41.52,138.9,333.2369942,"Transportation, Communications, Electric, Gas, Sanitation"
1202,1549346,SHUTTERSTOCK INC,2015-02-27,5.0,0.0,38.0,8.0,8.0,3.0,1.0,0.0,0.0,9.0,5.0,4.0,1.0,0.0,13375.0,469.121,19.552,0.041677947,32.34,0.0,113.6672851,Services
1203,1557255,SILVER BAY REALTY TRUST CORP,2015-02-26,4.0,2.0,43.0,14.0,12.0,1.0,2.0,1.0,0.0,2.0,5.0,5.0,4.0,0.0,21083.0,1224.4189999999999,-9.375,-0.007656693000000002,15.66,17.752,119.1060026,"Finance, Insurance, and Real Estate"
1204,1591877,SIZMEK INC,2015-03-26,4.0,0.0,37.0,6.0,7.0,2.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,11418.0,177.985,-136.94799999999998,-0.769435627,3.65,0.0,71.50684932,Services
1205,1563407,SMART & FINAL STORES INC,2015-03-25,3.0,3.0,39.0,62.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,21331.0,1821.289,38.262,0.021008198,18.21,0.0,-13.61889072,Retail Trade
1206,1508171,SOLAR SENIOR CAPITAL LTD,2015-02-25,8.0,1.0,61.0,3.0,6.0,4.0,0.0,3.0,0.0,12.0,5.0,9.0,5.0,1.0,19030.0,362.577,1.047,0.002887662,14.9,16.262,109.6107383,"Finance, Insurance, and Real Estate"
1207,1547638,SOUTHCROSS ENERGY PRTNRS LP,2015-03-06,4.0,0.0,39.0,4.0,15.0,3.0,0.0,0.0,1.0,10.0,9.0,8.0,0.0,0.0,19167.0,1318.96,-55.493,-0.0420733,3.56,46.915,1664.466292,"Transportation, Communications, Electric, Gas, Sanitation"
1208,1606268,SPARK ENERGY INC,2015-03-27,0.0,1.0,48.0,4.0,13.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,15478.0,162.234,3.865,0.023823612999999997,20.72,4.456,-10.49227799,"Transportation, Communications, Electric, Gas, Sanitation"
1209,877422,SPARTANNASH CO,2015-03-04,5.0,1.0,10.0,23.0,5.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,12172.0,1925.4479999999999,62.71,0.032569044,21.64,20.299,114.5979667,Wholesale Trade
1210,1394074,SPECTRA ENERGY PARTNERS LP,2015-02-27,5.0,0.0,31.0,1.0,8.0,1.0,0.0,0.0,0.0,9.0,8.0,2.0,1.0,0.0,12440.0,18851.0,1225.0,0.06498329,47.7,961.0,2034.109015,"Transportation, Communications, Electric, Gas, Sanitation"
1211,1498710,SPIRIT AIRLINES INC,2015-02-18,5.0,2.0,28.0,4.0,5.0,1.0,0.0,0.0,1.0,6.0,2.0,4.0,2.0,1.0,13200.0,2530.545,317.22,0.125356396,39.85,0.0,89.66122961,"Transportation, Communications, Electric, Gas, Sanitation"
1212,1289945,SPOK HOLDINGS INC,2015-03-05,7.0,1.0,12.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0,10514.0,390.42199999999997,84.235,0.215753723,18.32,13.498,68.43886463,"Transportation, Communications, Electric, Gas, Sanitation"
1213,1584207,ONEMAIN HOLDINGS INC,2015-03-16,13.0,3.0,60.0,3.0,21.0,2.0,0.0,1.0,0.0,6.0,10.0,6.0,0.0,1.0,15991.0,21056.0,-242.0,-0.011493161000000002,41.54,0.0,-12.92729899,"Finance, Insurance, and Real Estate"
1214,1507934,STARZ,2015-02-25,1.0,0.0,23.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,6457.0,1564.2,236.1,0.150939778,33.5,0.0,-11.34328358,"Transportation, Communications, Electric, Gas, Sanitation"
1215,1610793,STATE NATIONAL COS INC,2015-03-30,16.0,2.0,116.0,46.0,6.0,1.0,0.0,0.0,1.0,6.0,6.0,12.0,0.0,0.0,37347.0,2388.3179999999998,44.666000000000004,0.018701865,9.81,6.1960000000000015,85.2803262,"Finance, Insurance, and Real Estate"
1216,1551901,STELLUS CAPITAL INVESTMENT,2015-03-09,8.0,1.0,63.0,9.0,2.0,3.0,0.0,5.0,1.0,13.0,2.0,6.0,3.0,0.0,27697.0,369.274,7.671,0.020773193,9.64,16.969,198.2261411,"Finance, Insurance, and Real Estate"
1217,1365216,SUCAMPO PHARMACEUTICALS INC,2015-03-09,9.0,0.0,27.0,5.0,12.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,12193.0,457.181,33.371,0.072992972,17.29,0.0,-17.40890688,Manufacturing
1218,1549922,SUMMIT MIDSTREAM PARTNERS LP,2015-03-02,9.0,0.0,36.0,6.0,16.0,3.0,0.0,1.0,1.0,8.0,8.0,4.0,0.0,0.0,20659.0,2040.531,-192.21200000000002,-0.09419705,18.73,152.07399999999996,914.8104645,Mining
1219,1514705,SUNCOKE ENERGY INC,2015-02-24,7.0,0.0,44.0,4.0,14.0,2.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,0.0,15021.0,2255.5,-22.0,-0.009753935,3.47,28.3,1272.910663,Manufacturing
1220,351834,SUNOPTA INC,2015-03-04,7.0,0.0,23.0,18.0,5.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,0.0,16978.0,1219.203,-22.471,-0.018430893,6.84,0.0,73.24561404,Manufacturing
1221,1295810,SUNSTONE HOTEL INVESTORS INC,2015-02-19,4.0,0.0,37.0,9.0,7.0,2.0,0.0,0.0,0.0,1.0,8.0,2.0,2.0,1.0,15214.0,3863.2509999999997,347.355,0.089912615,12.49,303.323,2460.71257,"Finance, Insurance, and Real Estate"
1222,1104855,SUPPORT.COM INC,2015-03-06,10.0,1.0,32.0,3.0,8.0,4.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,8647.0,81.492,-27.041,-0.331823983,1.01,0.0,108.9108911,Services
1223,1616101,SYMMETRY SURGICAL INC,2015-03-13,9.0,0.0,28.0,6.0,12.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,10751.0,153.981,1.2,0.007793169,9.2,0.0,-15.32608696,Manufacturing
1224,1529113,INPIXON,2015-03-27,11.0,0.0,54.0,7.0,25.0,2.0,0.0,0.0,2.0,2.0,3.0,8.0,1.0,0.0,19915.0,68.715,-11.718,-0.170530452,0.57,0.0,257.8947368,Wholesale Trade
1225,1492674,T2 BIOSYSTEMS INC,2015-03-04,15.0,0.0,77.0,51.0,22.0,2.0,0.0,2.0,0.0,10.0,9.0,16.0,0.0,0.0,42652.0,86.948,-45.29,-0.5208860470000001,10.94,0.0,75.86837294,Manufacturing
1226,1360683,TALMER BANCORP INC,2015-03-26,6.0,5.0,140.0,9.0,12.0,2.0,2.0,2.0,0.0,7.0,11.0,11.0,4.0,0.0,38943.0,6595.89,60.129,0.009116131,18.11,2.7880000000000003,-7.0789619,Retail Trade
1227,909724,TANDY LEATHER FACTORY INC,2015-03-27,6.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1883.0,64.567,6.402,0.099152818,7.34,0.0,22.54768392,Retail Trade
1228,1124105,CATALYST BIOSCIENCES INC,2015-03-16,5.0,0.0,30.0,10.0,10.0,3.0,0.0,1.0,0.0,11.0,3.0,5.0,0.0,0.0,14540.0,69.521,-14.762,-0.212338718,3.13,0.0,#NAME?,
1229,1069183,AXON ENTERPRISE INC,2015-03-12,3.0,0.0,13.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,5426.0,229.88099999999997,19.933,0.08671008,17.29,0.0,53.15211105,Manufacturing
1230,1075607,TC PIPELINES LP,2015-02-27,8.0,0.0,31.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,13085.0,3133.0,13.0,0.004149378,49.71,228.0,501.931201,"Finance, Insurance, and Real Estate"
1231,790703,TECH DATA CORP,2015-03-26,0.0,1.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2307.0,6358.288000000001,265.736,0.04179364,62.4,0.0,-8.493589744,Wholesale Trade
1232,1537435,TECOGEN INC,2015-03-25,1.0,0.0,18.0,2.0,10.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,4653.0,21.090999999999998,-2.727,-0.129296856,3.5,0.0,49.14285714,Manufacturing
1233,1447028,ARBUTUS BIOPHARMA CORP,2015-03-13,7.0,0.0,18.0,7.0,13.0,2.0,0.0,0.0,1.0,12.0,3.0,4.0,0.0,0.0,12373.0,712.291,-61.121,-0.08580903,4.45,0.0,240.4494382,Manufacturing
1234,96943,TELEFLEX INC,2015-02-20,2.0,0.0,34.0,8.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,17190.0,3878.5159999999996,244.863,0.063133167,131.45,56.532,30.35526816,Manufacturing
1235,1013880,TTEC HOLDINGS INC,2015-03-09,4.0,1.0,23.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,6285.0,843.327,61.666000000000004,0.073122288,27.91,17.423,47.26979577,Services
1236,70318,TENET HEALTHCARE CORP,2015-02-23,14.0,1.0,25.0,27.0,6.0,0.0,0.0,0.0,0.0,4.0,9.0,25.0,0.0,0.0,24087.0,23682.0,-140.0,-0.005911663,30.3,0.0,67.22772277,Services
1237,97134,TENNANT CO,2015-02-27,0.0,0.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2338.0,432.295,32.088,0.07422709,56.26,14.498,54.04905795,Manufacturing
1238,816761,TERADATA CORP,2015-02-27,12.0,0.0,32.0,19.0,12.0,2.0,0.0,2.0,0.0,3.0,3.0,8.0,0.0,0.0,9948.0,2530.0,-214.0,-0.08458498,26.42,0.0,65.32929599,Services
1239,97216,TEREX CORP,2015-02-23,4.0,0.0,22.0,11.0,7.0,0.0,2.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,5816.0,5637.1,145.9,0.025882102,18.48,25.8,190.4761905,Manufacturing
1240,1491576,TESARO INC,2015-02-25,8.0,0.0,38.0,7.0,10.0,0.0,0.0,0.0,0.0,3.0,9.0,8.0,0.0,0.0,25913.0,255.28099999999998,-251.408,-0.9848284829999999,52.32,0.0,-28.91819572,Manufacturing
1241,1318605,TESLA INC,2015-02-26,12.0,0.0,48.0,44.0,23.0,2.0,0.0,0.0,0.0,10.0,10.0,4.0,0.0,1.0,33134.0,8092.46,-888.663,-0.10981370300000001,240.01,0.0,-7.333027791,Manufacturing
1242,1507615,ANDEAVOR LOGISTICS LP,2015-02-24,7.0,1.0,32.0,5.0,9.0,2.0,1.0,1.0,0.0,7.0,4.0,4.0,0.0,0.0,17312.0,4892.0,255.0,0.05212592,50.32,308.0,629.0341812,"Transportation, Communications, Electric, Gas, Sanitation"
1243,1361248,TETRALOGIC PHARMACEUTICALS,2015-02-26,16.0,0.0,41.0,3.0,10.0,0.0,0.0,1.0,0.0,4.0,8.0,5.0,0.0,0.0,22430.0,64.021,-49.724,-0.7766826509999999,1.73,0.0,178.6127168,Manufacturing
1244,1077428,TEXAS CAPITAL BANCSHARES INC,2015-02-19,7.0,0.0,93.0,12.0,7.0,3.0,0.0,1.0,0.0,2.0,4.0,8.0,2.0,2.0,16252.0,18909.139,144.85399999999996,0.007660529,49.42,9.75,29.6641036,Retail Trade
1245,97517,TEXAS PACIFIC LAND TRUST,2015-02-27,0.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2326.0,50.43600000000001,50.038999999999994,0.992128638,130.92,2.402,-8.033913841,"Finance, Insurance, and Real Estate"
1246,1080014,INNOVIVA INC,2015-02-27,7.0,0.0,13.0,13.0,7.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,12901.0,424.07199999999995,-18.76,-0.044237770999999995,10.54,87.906,868.2732448,Manufacturing
1247,1464963,FIRST EAGLE ALTERNATIVE CAPI,2015-03-10,4.0,0.0,74.0,4.0,6.0,7.0,0.0,3.0,0.0,13.0,4.0,7.0,5.0,1.0,19912.0,776.3839999999999,28.217,0.036344128999999996,10.7,45.649,436.5327103,"Finance, Insurance, and Real Estate"
1248,1259429,OXFORD SQUARE CAPITAL CORP,2015-03-04,9.0,1.0,67.0,6.0,7.0,3.0,0.0,3.0,0.0,13.0,6.0,9.0,4.0,1.0,20414.0,722.068,-66.134,-0.09158971199999999,6.08,67.64699999999999,1136.463816,"Finance, Insurance, and Real Estate"
1249,98246,TIFFANY & CO,2015-03-20,4.0,0.0,16.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,8750.0,5129.7,463.9,0.09043413800000001,63.84,203.4,354.3233083,Retail Trade
1250,1377013,TIME WARNER CABLE INC,2015-02-13,7.0,0.0,17.0,1.0,5.0,0.0,2.0,0.0,0.0,5.0,4.0,7.0,0.0,0.0,16076.0,49277.0,1844.0,0.037421109,185.59,1081.0,564.4000216,"Transportation, Communications, Electric, Gas, Sanitation"
1251,98362,TIMKEN CO,2015-03-02,1.0,0.0,20.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4265.0,2785.3,-70.8,-0.025419165,28.59,87.0,353.5851696,Manufacturing
1252,899751,TITAN INTERNATIONAL INC,2015-02-26,4.0,0.0,14.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2837.0,1275.191,-75.633,-0.059311115,3.94,1.077,197.1319797,Manufacturing
1253,109198,TJX COS INC (THE),2015-03-31,0.0,2.0,28.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7471.0,11499.482,2277.658,0.19806613899999997,71.24,564.586,785.0729927,Retail Trade
1254,98677,TOOTSIE ROLL INDUSTRIES INC,2015-02-27,2.0,1.0,22.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2961.0,908.9830000000001,66.089,0.07270653,31.59,21.308000000000003,64.47610003,Manufacturing
1255,721683,TOTAL SYSTEM SERVICES INC,2015-02-26,0.0,0.0,25.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,0.0,6235.0,3908.3,364.04400000000004,0.093146381,49.8,74.35600000000002,117.502008,Services
1256,1281774,TOWN SPORTS INTL HOLDINGS,2015-02-27,6.0,2.0,14.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,2.0,7176.0,305.36,21.158,0.069288708,1.19,0.0,400.0    Services,
1257,1017303,TRANSACT TECHNOLOGIES INC,2015-03-30,6.0,0.0,20.0,2.0,1.0,4.0,0.0,0.0,0.0,6.0,4.0,2.0,2.0,0.0,4368.0,32.569,3.092,0.094936903,8.59,2.485,-7.392316647,Manufacturing
1258,733590,TRANSCONTINENTAL RLTY INVS,2015-03-31,0.0,1.0,23.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,9461.0,1110.204,-7.636,-0.006878015,10.3,0.9,8.737864078,"Finance, Insurance, and Real Estate"
1259,1378453,TRAVELCENTERS OF AMERICA INC,2015-03-13,2.0,0.0,21.0,9.0,7.0,2.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,0.0,9882.0,1635.094,27.719,0.016952542,9.4,0.0,34.25531915,Retail Trade
1260,1133311,TRAVELZOO,2015-02-17,8.0,0.0,23.0,10.0,8.0,3.0,0.0,1.0,0.0,4.0,5.0,3.0,3.0,0.0,12607.0,68.579,10.864,0.158415842,8.37,0.102,51.99522103,Services
1261,850429,TREDEGAR CORP,2015-03-02,3.0,0.0,17.0,5.0,6.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,5365.0,623.26,-32.135,-0.051559542,13.62,13.725,165.8957416,Manufacturing
1262,1429560,TREVENA INC,2015-03-18,9.0,0.0,47.0,4.0,14.0,2.0,0.0,1.0,2.0,3.0,14.0,8.0,0.0,0.0,22126.0,175.354,-50.528,-0.288148545,10.5,0.0,-43.04761905,Manufacturing
1263,1561680,TRI POINTE GROUP INC,2015-03-12,5.0,0.0,43.0,7.0,12.0,1.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,16560.0,3138.071,205.46099999999998,0.065473662,12.67,0.0,20.36306235,Construction
1264,356171,TRICO BANCSHARES,2015-03-13,1.0,1.0,46.0,5.0,6.0,0.0,0.0,1.0,0.0,4.0,5.0,3.0,1.0,0.0,12514.0,4220.722,43.81800000000001,0.010381636,27.44,11.849,33.19606414,Retail Trade
1265,864749,TRIMBLE INC,2015-02-25,6.0,0.0,14.0,3.0,11.0,5.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,9160.0,3680.7,121.1,0.03290135,21.45,0.0,23.72960373,Manufacturing
1266,99780,TRINITY INDUSTRIES,2015-02-19,4.0,0.0,16.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,6107.0,8885.9,796.5,0.08963639,24.02,66.1,291.7985012,Manufacturing
1267,1371285,TRUPANION INC,2015-02-24,9.0,0.0,92.0,30.0,15.0,3.0,0.0,1.0,0.0,8.0,11.0,14.0,1.0,1.0,27558.0,70.917,-17.205,-0.242607555,9.76,0.0,-28.99590164,"Finance, Insurance, and Real Estate"
1268,36146,TRUSTMARK CORP,2015-03-02,12.0,4.0,103.0,5.0,9.0,2.0,0.0,0.0,0.0,3.0,7.0,9.0,4.0,0.0,19560.0,12678.896,116.038,0.009152059,23.04,62.605,278.2335069,Retail Trade
1269,1449278,TUBEMOGUL INC,2015-03-31,7.0,0.0,36.0,16.0,16.0,5.0,0.0,1.0,0.0,2.0,4.0,12.0,0.0,0.0,23043.0,258.733,-13.731,-0.053070152999999995,13.6,0.0,65.80882353,Services
1270,1008654,TUPPERWARE BRANDS CORP,2015-02-24,1.0,1.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1228.0,1598.2,185.8,0.11625578800000001,55.65,137.5,260.2875112,Manufacturing
1271,1418091,TWITTER INC,2015-03-02,6.0,0.0,40.0,22.0,21.0,5.0,1.0,0.0,0.0,7.0,4.0,6.0,0.0,0.0,19568.0,6442.439,-521.031,-0.080874805,23.14,0.0,55.01296456,Services
1272,1343034,TWO RIVER BANCORP,2015-03-31,2.0,1.0,120.0,16.0,6.0,2.0,0.0,1.0,0.0,4.0,5.0,4.0,2.0,0.0,18775.0,863.696,6.347,0.00734865,9.95,1.089,-4.331658291,Retail Trade
1273,1303652,TABLEAU SOFTWARE INC,2015-02-27,13.0,0.0,32.0,10.0,8.0,5.0,0.0,1.0,0.0,10.0,2.0,9.0,0.0,0.0,15123.0,1030.711,-83.7,-0.08120608,94.22,0.0,-10.04033114,Services
1274,1389170,TARGA RESOURCES CORP,2015-02-17,11.0,0.0,83.0,38.0,28.0,3.0,0.0,0.0,0.0,8.0,8.0,11.0,0.0,0.0,39604.0,13253.7,58.3,0.0043987720000000004,27.06,179.0,953.3998522,"Transportation, Communications, Electric, Gas, Sanitation"
1275,1562476,TAYLOR MORRISON HOME CORP,2015-02-27,8.0,4.0,29.0,2.0,7.0,6.0,0.0,2.0,0.0,4.0,3.0,5.0,0.0,1.0,14434.0,4137.29,61.049,0.014755794,16.0,0.0,18.0625,Construction
1276,1599947,TERRAFORM POWER INC,2015-03-13,5.0,0.0,63.0,19.0,19.0,4.0,3.0,1.0,1.0,9.0,9.0,13.0,0.0,0.0,35196.0,8228.223,-78.27600000000002,-0.009513111,12.58,88.705,850.5961844,"Transportation, Communications, Electric, Gas, Sanitation"
1277,1476150,TERRENO REALTY CORP,2015-02-11,7.0,1.0,41.0,9.0,8.0,2.0,0.0,0.0,0.0,6.0,2.0,6.0,1.0,0.0,15501.0,1152.138,14.600999999999999,0.012672961000000002,22.62,32.047,132.8779841,"Finance, Insurance, and Real Estate"
1278,1289460,TEXAS ROADHOUSE INC,2015-02-27,3.0,4.0,18.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,7898.0,1032.7060000000001,96.89399999999999,0.093825348,35.77,47.652,127.5985463,Retail Trade
1279,25743,THERAPEUTICSMD INC,2015-03-12,10.0,1.0,30.0,9.0,9.0,0.0,0.0,1.0,0.0,4.0,6.0,9.0,0.0,0.0,15720.0,73.729,-85.07700000000001,-1.153915013,10.37,0.0,-57.08775313,Manufacturing
1280,1576018,THIRD POINT REINSURANCE LTD,2015-02-27,12.0,0.0,191.0,43.0,13.0,6.0,0.0,3.0,0.0,15.0,10.0,12.0,0.0,0.0,45154.0,3545.1079999999997,-87.39,-0.024650871,13.41,0.0,8.053691275,"Finance, Insurance, and Real Estate"
1281,1591517,TIME INC,2015-02-26,10.0,2.0,52.0,21.0,14.0,3.0,2.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,19018.0,4884.0,-881.0,-0.18038493,15.67,84.0,593.1078494,Manufacturing
1282,1430306,TONIX PHARMACEUTICALS HLDG,2015-02-27,11.0,0.0,28.0,2.0,14.0,5.0,0.0,1.0,0.0,6.0,5.0,7.0,0.0,0.0,14299.0,47.018,-48.053999999999995,-1.022034115,7.67,0.0,-23.85919166,Manufacturing
1283,1485469,TOWER INTERNATIONAL INC,2015-02-27,1.0,0.0,22.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,5814.0,1215.497,194.05200000000002,0.159648276,28.57,2.111,-3.181659083,Manufacturing
1284,1394319,TRACON PHARMACEUTICALS INC,2015-03-11,6.0,0.0,31.0,9.0,12.0,0.0,1.0,1.0,1.0,5.0,6.0,13.0,0.0,0.0,22676.0,53.522,-24.41,-0.45607413799999996,9.24,0.0,#NAME?,
1285,1451505,TRANSOCEAN LTD,2015-02-26,9.0,0.0,50.0,10.0,5.0,4.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,24296.0,26329.0,791.0,0.030042918,12.38,109.0,928.5137318,Mining
1286,1320695,TREEHOUSE FOODS INC,2015-02-19,3.0,0.0,15.0,12.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,8058.0,3702.796,114.91,0.031033306,78.46,0.0,9.010960999,Manufacturing
1287,1379785,BARINGS BDC INC,2015-03-02,9.0,0.0,50.0,3.0,4.0,5.0,0.0,1.0,0.0,5.0,2.0,5.0,4.0,1.0,15670.0,1039.317,47.857,0.046046585999999994,19.11,74.753,397.3469388,"Finance, Insurance, and Real Estate"
1288,1519061,TRINSEO SA,2015-03-10,3.0,0.0,40.0,17.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,18938.0,2284.572,133.64700000000002,0.058499798,28.2,0.0,-38.12056738,Manufacturing
1289,1580345,TRIPLEPOINT VENTURE GWTH BDC,2015-03-18,8.0,0.0,59.0,11.0,5.0,4.0,0.0,2.0,0.0,6.0,6.0,6.0,5.0,0.0,19879.0,382.32300000000004,15.520999999999999,0.040596564,11.96,21.488000000000003,203.8294314,"Finance, Insurance, and Real Estate"
1290,1530804,TRONOX HOLDINGS PLC,2015-02-26,6.0,0.0,16.0,4.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7782.0,5072.0,-318.0,-0.062697161,3.91,118.0,3528.644501,Manufacturing
1291,768899,TRUEBLUE INC,2015-02-23,3.0,0.0,8.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3134.0,1266.835,71.247,0.056240158,25.76,0.0,-13.6257764,Services
1292,1535031,TUMI HOLDINGS INC,2015-02-27,2.0,0.0,17.0,4.0,11.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,10058.0,611.944,63.01300000000001,0.102971841,16.63,0.0,42.69392664,Manufacturing
1293,885978,U S PHYSICAL THERAPY INC,2015-03-12,1.0,2.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,5537.0,279.913,21.965,0.078470811,53.68,7.449,-7.956408346,Services
1294,1524741,U S SILICA HOLDINGS INC,2015-02-25,11.0,0.0,34.0,22.0,10.0,6.0,1.0,0.0,0.0,5.0,6.0,8.0,0.0,0.0,25037.0,1108.619,11.868,0.010705211000000001,18.73,23.445,162.3331554,Mining
1295,74208,UDR INC,2015-02-24,9.0,3.0,42.0,18.0,11.0,2.0,0.0,0.0,0.0,4.0,6.0,8.0,4.0,0.0,15293.0,7663.844,340.3830000000001,0.044414135,37.57,293.222,762.5019963,"Finance, Insurance, and Real Estate"
1296,1022646,ULTRA PETROLEUM CORP,2015-02-24,8.0,0.0,20.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,6279.0,971.4860000000001,-3207.22,-3.301354832,2.5,0.0,426.4,Mining
1297,909791,ULTRATECH INC,2015-02-27,7.0,0.0,34.0,38.0,8.0,5.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,15146.0,389.19599999999997,-15.128,-0.038869875,19.82,0.0,-6.357214934,Manufacturing
1298,752642,UMH PROPERTIES INC,2015-03-11,1.0,0.0,26.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,7359.0,604.029,2.144,0.003549498,10.12,34.571,335.9782609,"Finance, Insurance, and Real Estate"
1299,100716,UNICO AMERICAN CORP,2015-03-31,6.0,1.0,23.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,4.0,6.0,1.0,0.0,5193.0,140.17,-1.183,-0.008439752,9.99,0.0,14.55455455,"Finance, Insurance, and Real Estate"
1300,798949,UNIT CORP,2015-02-24,18.0,0.0,34.0,3.0,10.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,0.0,0.0,11703.0,2808.509,-1037.361,-0.369363602,12.2,0.0,179.5081967,Mining
1301,729986,UNITED BANKSHARES INC/WV,2015-03-02,7.0,2.0,41.0,6.0,3.0,1.0,0.0,0.0,0.0,5.0,5.0,3.0,4.0,0.0,6173.0,12577.944,137.959,0.010968327,36.99,89.667,243.6523385,Retail Trade
1302,707886,UNITED COMMUNITY FINL CORP,2015-03-13,2.0,2.0,25.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,0.0,4248.0,1987.989,16.282,0.008190186,5.9,3.369,48.11864407,Retail Trade
1303,1401521,UNITED INSURANCE HOLDINGS CO,2015-02-25,5.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5445.0,740.0210000000003,27.358,0.036969221000000003,17.1,4.302,53.52046784,"Finance, Insurance, and Real Estate"
