,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,cik,company_name,date,at,ni,roa
13549,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1393.0,350737,OCEAN BIO-CHEM INC,2017-03-31,31.991,2.6039999999999996,0.081397893
13550,11.0,0.0,43.0,2.0,7.0,0.0,0.0,1.0,0.0,2.0,6.0,6.0,1.0,0.0,6229.0,73756,OCEANEERING INTERNATIONAL,2017-02-24,3023.95,166.398,0.055026702999999996
13551,3.0,1.0,78.0,4.0,8.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,18718.0,1004702,OCEANFIRST FINANCIAL CORP,2017-03-15,5416.005999999999,42.47,0.007841572
13552,8.0,0.0,51.0,8.0,11.0,0.0,0.0,0.0,0.0,9.0,7.0,3.0,0.0,0.0,27081.0,1578932,OCI PARTNERS LP,2017-03-13,624.104,24.479,0.03922263
13553,16.0,0.0,43.0,17.0,14.0,3.0,0.0,4.0,2.0,10.0,11.0,12.0,0.0,0.0,29479.0,1393434,OCULAR THERAPEUTIX INC,2017-03-10,55.431000000000004,-63.386,-1.143511753
13554,6.0,0.0,70.0,13.0,11.0,2.0,0.0,0.0,0.0,4.0,11.0,8.0,0.0,0.0,22885.0,873860,OCWEN FINANCIAL CORP,2017-02-23,8403.164,-127.96600000000001,-0.015228311999999999
13555,6.0,0.0,18.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,3965.0,798528,ODYSSEY MARINE EXPLORATION,2017-03-10,2.972,-7.7589999999999995,-2.610699865
13556,4.0,2.0,19.0,5.0,21.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11749.0,800240,ODP CORP,2017-03-01,6323.0,181.0,0.028625652
13557,14.0,0.0,85.0,8.0,6.0,7.0,1.0,5.0,0.0,17.0,6.0,9.0,5.0,0.0,32041.0,1487918,OFS CAPITAL CORP,2017-03-15,357.778,7.91,0.022108682
13558,10.0,1.0,65.0,10.0,16.0,4.0,0.0,0.0,0.0,2.0,17.0,16.0,2.0,0.0,33755.0,1021635,OGE ENERGY CORP,2017-02-23,10412.7,619.0,0.059446637000000004
13560,10.0,0.0,92.0,15.0,9.0,4.0,0.0,4.0,0.0,11.0,4.0,7.0,6.0,1.0,24444.0,1297704,OHA INVESTMENT CORP,2017-03-14,106.148,-31.108,-0.293062516
13562,7.0,1.0,36.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,6.0,6.0,1.0,0.0,6087.0,894671,OHIO VALLEY BANC CORP,2017-03-16,1026.29,7.5089999999999995,0.007316645
13563,7.0,0.0,38.0,10.0,7.0,0.0,0.0,1.0,0.0,5.0,7.0,3.0,1.0,0.0,18548.0,1121484,OIL STATES INTL INC,2017-02-17,1301.511,-84.85,-0.065193456
13566,3.0,0.0,17.0,1.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,5881.0,878927,OLD DOMINION FREIGHT,2017-02-27,3068.4240000000004,463.774,0.15114404
13567,14.0,8.0,98.0,11.0,14.0,0.0,0.0,1.0,0.0,5.0,5.0,7.0,7.0,0.0,17885.0,1253317,OLD LINE BANCSHARES INC,2017-03-15,2105.613,15.964,0.00758164
13568,1.0,4.0,26.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,5398.0,707179,OLD NATIONAL BANCORP,2017-02-16,17518.292,95.725,0.005464288
13569,6.0,3.0,32.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,6298.0,740971,OLD POINT FINANCIAL CORP,2017-03-15,981.826,-0.028999999999999998,-2.95e-05
13570,6.0,2.0,61.0,2.0,8.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,2.0,0.0,5566.0,74260,OLD REPUBLIC INTL CORP,2017-02-28,19403.5,560.5,0.028886541
13571,1.0,1.0,27.0,6.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,6693.0,357173,OLD SECOND BANCORP INC/IL,2017-03-13,2383.429,15.138,0.0063513530000000006
13572,3.0,0.0,9.0,4.0,11.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,7459.0,74303,OLIN CORP,2017-02-28,9218.3,549.5,0.059609689
13573,4.0,0.0,25.0,3.0,7.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,6237.0,917470,OLYMPIC STEEL INC,2017-03-02,604.158,18.963,0.031387485
13575,5.0,2.0,43.0,13.0,6.0,0.0,0.0,0.0,1.0,9.0,9.0,12.0,0.0,0.0,24955.0,888491,OMEGA HEALTHCARE INVS INC,2017-02-24,8773.305,100.419,0.011445971999999999
13577,7.0,0.0,23.0,8.0,8.0,2.0,1.0,2.0,1.0,2.0,3.0,12.0,0.0,0.0,10687.0,1285819,OMEROS CORP,2017-03-16,116.32799999999999,-53.481,-0.45974314
13578,7.0,1.0,19.0,4.0,12.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,12011.0,926326,OMNICELL INC,2017-02-28,980.304,20.605,0.02101899
13579,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3517.0,29989,OMNICOM GROUP,2017-02-09,24931.2,1088.4,0.043656142
13580,9.0,0.0,28.0,1.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,5584.0,1090061,OMNOVA SOLUTIONS INC,2017-02-01,612.8,-87.8,-0.143276762
13582,4.0,2.0,17.0,5.0,6.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,6438.0,890564,ASGN INC,2017-03-01,1810.129,157.675,0.08710705099999999
13583,18.0,0.0,46.0,4.0,19.0,1.0,0.0,0.0,0.0,4.0,3.0,7.0,0.0,1.0,14075.0,1097864,ON SEMICONDUCTOR CORP,2017-02-28,7195.1,810.7,0.112673903
13584,5.0,0.0,25.0,7.0,4.0,4.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,15128.0,1021604,ON TRACK INNOVATIONS,2017-03-28,27.57,-0.598,-0.021690242999999998
13585,9.0,0.0,25.0,4.0,7.0,0.0,0.0,1.0,0.0,5.0,3.0,5.0,0.0,0.0,12723.0,949858,ACHIEVE LIFE SCIENCES INC,2017-02-23,9.892000000000001,-10.583,-1.069854428
13587,1.0,0.0,42.0,7.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,14584.0,1587732,ONE GAS INC,2017-02-23,5206.878,162.995,0.031303787
13588,1.0,0.0,24.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6923.0,712770,ONE LIBERTY PROPERTIES INC,2017-03-10,742.586,24.147,0.032517446
13589,6.0,0.0,105.0,9.0,12.0,4.0,1.0,0.0,0.0,7.0,6.0,6.0,0.0,0.0,27581.0,1039684,ONEOK INC,2017-02-28,16845.936999999998,387.841,0.023022821000000002
13593,16.0,3.0,60.0,42.0,38.0,2.0,0.0,1.0,1.0,9.0,17.0,12.0,0.0,0.0,34965.0,1293818,OPGEN INC,2017-03-24,6.62,-15.419,-2.3291540790000003
13594,17.0,1.0,75.0,7.0,10.0,1.0,0.0,1.0,1.0,7.0,7.0,16.0,1.0,0.0,12573.0,791963,OPPENHEIMER HOLDINGS INC,2017-03-03,2438.5170000000003,22.816,0.009356506
13595,15.0,0.0,62.0,22.0,15.0,1.0,0.0,1.0,1.0,8.0,23.0,13.0,0.0,0.0,46079.0,1174940,ORAGENICS INC,2017-02-27,7.215,-6.732,-0.933056133
13596,22.0,0.0,32.0,13.0,2.0,3.0,0.0,0.0,0.0,2.0,11.0,11.0,0.0,0.0,18610.0,1116463,ORASURE TECHNOLOGIES INC,2017-03-14,296.20099999999996,30.948,0.10448310400000001
13597,3.0,0.0,23.0,26.0,8.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,21416.0,1361983,ORBCOMM INC,2017-03-03,595.194,-61.284,-0.10296474800000001
13599,9.0,0.0,36.0,1.0,5.0,2.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,12971.0,1296445,ORMAT TECHNOLOGIES INC,2017-03-01,2623.864,132.414,0.050465268
13600,4.0,0.0,34.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,5668.0,826154,ORRSTOWN FINANCIAL SVCS INC,2017-03-13,1558.849,8.09,0.005189727
13601,5.0,0.0,41.0,16.0,5.0,4.0,0.0,0.0,1.0,2.0,5.0,4.0,1.0,0.0,17563.0,884624,ORTHOFIX MEDICAL INC,2017-02-27,405.35400000000004,6.223,0.015352013000000001
13602,0.0,0.0,13.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,8150.0,1288359,OTELCO INC,2017-03-14,114.939,12.115,0.105403736
13603,18.0,0.0,49.0,15.0,7.0,1.0,1.0,1.0,1.0,5.0,12.0,11.0,0.0,0.0,24482.0,1493566,OTONOMY INC,2017-03-02,128.364,-90.13,-0.702143903
13605,2.0,0.0,36.0,9.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,18072.0,1579877,OUTFRONT MEDIA INC,2017-02-23,3808.2,125.8,0.033033979
13606,2.0,1.0,43.0,18.0,14.0,7.0,0.0,0.0,0.0,8.0,6.0,9.0,1.0,0.0,22501.0,75208,OVERSEAS SHIPHOLDING GROUP,2017-03-09,931.887,55.978,0.060069515
13607,11.0,1.0,122.0,12.0,11.0,2.0,0.0,0.0,1.0,6.0,22.0,3.0,0.0,2.0,30014.0,1130713,OVERSTOCK.COM INC,2017-03-03,433.815,-109.87799999999999,-0.253283081
13608,0.0,0.0,10.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2584.0,75252,OWENS & MINOR INC,2017-02-17,3376.2929999999997,72.793,0.021560036
13609,3.0,0.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5306.0,812074,O-I GLASS INC,2017-02-10,9756.0,180.0,0.018450185
13611,12.0,0.0,37.0,96.0,30.0,1.0,1.0,0.0,0.0,3.0,4.0,5.0,2.0,0.0,25067.0,75288,OXFORD INDUSTRIES INC,2017-03-28,699.941,65.09,0.092993552
13612,20.0,0.0,136.0,8.0,14.0,4.0,0.0,1.0,0.0,11.0,17.0,8.0,2.0,0.0,37279.0,1403528,OAKTREE CAPITAL GROUP LLC,2017-03-01,9014.796,231.49400000000003,0.025679339
13613,15.0,0.0,71.0,32.0,15.0,2.0,0.0,0.0,0.0,9.0,11.0,11.0,0.0,0.0,35982.0,1486159,OASIS PETROLEUM INC,2017-02-23,6615.13,123.796,0.018714069
13615,25.0,0.0,190.0,15.0,11.0,5.0,0.0,1.0,0.0,13.0,24.0,11.0,1.0,0.0,40093.0,1403256,SCULPTOR CAPITAL MANAGEMENT,2017-03-01,1639.433,21.075,0.012855054
13616,4.0,3.0,19.0,35.0,11.0,4.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,16092.0,1639300,OLLIE'S BARGAIN OUTLET HLDGS,2017-03-29,1038.1989999999998,127.594,0.122899367
13617,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,3566.0,1317945,OMEGA FLEX INC,2017-03-13,77.09100000000001,15.662,0.20316249600000003
13618,10.0,3.0,84.0,31.0,20.0,1.0,0.0,2.0,0.0,4.0,12.0,9.0,1.0,0.0,27189.0,1420811,ON DECK CAPITAL INC,2017-03-02,996.044,-11.534,-0.01157981
13619,6.0,0.0,23.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,10034.0,1642380,ONCOCYTE CORP,2017-02-27,10.216000000000001,-19.375,-1.8965348469999999
13620,23.0,2.0,53.0,16.0,20.0,3.0,0.0,2.0,1.0,12.0,8.0,12.0,0.0,0.0,31782.0,1302573,ONCOMED PHARMACEUTICALS,2017-03-09,110.322,-39.062,-0.354072624
13621,14.0,0.0,35.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0,23675.0,1130598,ONCONOVA THERAPEUTICS INC,2017-03-29,4.979,-24.092,-4.838722635
13623,9.0,3.0,59.0,6.0,22.0,2.0,0.0,2.0,1.0,4.0,8.0,8.0,0.0,1.0,16219.0,1584207,ONEMAIN HOLDINGS INC,2017-02-21,19433.0,183.0,0.009416971
13625,23.0,0.0,52.0,19.0,13.0,2.0,0.0,7.0,1.0,22.0,13.0,7.0,0.0,0.0,30920.0,1410939,IVERIC BIO INC,2017-02-28,175.576,114.205,0.65045906
13626,16.0,0.0,70.0,28.0,26.0,2.0,0.0,2.0,0.0,11.0,21.0,18.0,0.0,0.0,40299.0,944809,OPKO HEALTH INC,2017-03-01,2584.556,-308.87,-0.11950602
13627,7.0,0.0,63.0,9.0,4.0,3.0,0.0,1.0,0.0,4.0,2.0,13.0,1.0,0.0,18267.0,1518621,ORCHID ISLAND CAPITAL INC,2017-02-17,4023.343,2.0069999999999997,0.000498839
13628,3.0,0.0,14.0,1.0,7.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6144.0,1324189,ORCHIDS PAPER PRODUCTS,2017-03-15,346.535,6.6739999999999995,0.019259238
13631,7.0,1.0,12.0,11.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,9691.0,1358190,IT TECH PACKAGING INC,2017-03-22,218.989,1.66,0.0075802890000000005
13632,1.0,0.0,24.0,5.0,3.0,0.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,10685.0,1619551,ORIGO ACQUISITION CORP,2017-01-18,17.634,-0.615,-0.034875808
13633,1.0,0.0,45.0,5.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,8.0,0.0,0.0,24856.0,1675192,OTTAWA BANCORP INC,2017-03-29,255.4,0.8140000000000001,0.003187157
13634,5.0,0.0,18.0,1.0,4.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,5493.0,1466593,OTTER TAIL CORP,2017-02-22,2004.2779999999998,72.439,0.036142192000000004
13636,7.0,0.0,29.0,1.0,8.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,6358.0,1370946,OWENS CORNING,2017-02-08,8632.0,289.0,0.033480074
13637,2.0,0.0,50.0,4.0,5.0,2.0,0.0,0.0,3.0,6.0,5.0,4.0,5.0,0.0,14830.0,1556364,OWENS REALTY MORTGAGE INC,2017-03-15,239.011,8.68,0.03631632
13639,13.0,0.0,22.0,8.0,20.0,0.0,2.0,0.0,0.0,2.0,9.0,11.0,0.0,0.0,20231.0,1586049,OXFORD IMMUNOTEC GLOBAL PLC,2017-03-01,144.236,-32.885,-0.22799439800000001
13640,7.0,0.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2300.0,75340,P & F INDUSTRIES  -CL A,2017-03-29,55.038000000000004,-0.884,0.000730528
13642,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1370.0,75362,PACCAR INC,2017-02-21,23440.2,1675.2,0.071466967
13643,10.0,0.0,21.0,3.0,18.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,1.0,0.0,15395.0,1299130,PACIFIC BIOSCIENCES OF CALIF,2017-03-06,144.084,-92.189,-0.639828156
13647,8.0,6.0,99.0,15.0,3.0,2.0,0.0,0.0,0.0,7.0,8.0,11.0,4.0,0.0,18434.0,1109546,PACIFIC MERCANTILE BANCORP,2017-03-10,1322.604,10.449000000000002,0.007900324
13648,3.0,0.0,36.0,4.0,4.0,0.0,0.0,1.0,1.0,3.0,6.0,6.0,2.0,0.0,13895.0,830748,PACIFIC OFFICE PROPERTIES TR,2017-03-23,250.725,-2.193,-0.008746635
13649,4.0,0.0,30.0,3.0,6.0,2.0,0.0,0.0,0.0,4.0,4.0,3.0,2.0,0.0,7279.0,1028918,PACIFIC PREMIER BANCORP INC,2017-03-16,8024.501,60.1,0.007489562
13651,4.0,1.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2767.0,75677,PACKAGING CORP OF AMERICA,2017-02-28,6197.5,668.6,0.10788221099999999
13652,5.0,1.0,114.0,4.0,14.0,2.0,0.0,1.0,0.0,5.0,4.0,3.0,4.0,0.0,20078.0,1102112,PACWEST BANCORP,2017-03-01,24994.876,357.81800000000004,0.014315653999999999
13654,2.0,0.0,23.0,7.0,6.0,3.0,0.0,1.0,0.0,5.0,8.0,3.0,0.0,0.0,14236.0,1069530,CASSAVA SCIENCES INC,2017-03-07,10.831,-11.911,-1.099713785
13655,2.0,1.0,14.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5021.0,798287,P.A.M. TRANSPORTATION SVCS,2017-03-14,392.185,38.899,0.099185333
13658,1.0,0.0,16.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5225.0,901491,PAPA JOHNS INTERNATIONAL INC,2017-02-21,555.553,102.292,0.184126447
13660,6.0,1.0,50.0,5.0,6.0,2.0,0.0,1.0,0.0,2.0,2.0,9.0,1.0,0.0,12167.0,821483,PAR PACIFIC HOLDINGS INC,2017-03-07,1347.4070000000002,72.62100000000001,0.053896855
13662,6.0,0.0,23.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,6524.0,1084384,PARETEUM CORP,2017-03-29,25.326,-12.463,-0.49210297700000005
13663,3.0,1.0,94.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,12963.0,805676,PARK NATIONAL CORP,2017-02-21,7537.62,84.242,0.011176206999999999
13664,3.0,0.0,16.0,8.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,5258.0,76282,PARK OHIO HOLDINGS CORP,2017-03-09,1132.5,28.6,0.025253862999999998
13666,8.0,0.0,40.0,7.0,8.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,10817.0,76321,PARKER DRILLING CO,2017-02-21,990.279,-118.70100000000001,-0.11986622
13667,3.0,0.0,7.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7341.0,914139,PARKERVISION INC,2017-03-30,8.91,-19.259,-2.161503928
13669,0.0,0.0,14.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,9395.0,76605,PATRICK INDUSTRIES INC,2017-02-28,866.6439999999999,85.71799999999999,0.098907971
13670,2.0,2.0,19.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,0.0,4333.0,1098146,PATRIOT NATIONAL BANCORP INC,2017-03-31,852.08,4.147,0.004866914
13671,6.0,0.0,49.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,10889.0,889900,PATTERSON-UTI ENERGY INC,2017-02-13,5758.856,5.91,0.001026245
13672,4.0,0.0,25.0,3.0,6.0,0.0,0.0,0.0,0.0,8.0,6.0,7.0,0.0,1.0,11668.0,1624326,PAVMED INC,2017-02-16,1.64,-9.519,-5.804268293
13673,7.0,0.0,38.0,5.0,19.0,4.0,0.0,0.0,0.0,15.0,12.0,10.0,0.0,0.0,27517.0,1534504,PBF ENERGY INC,2017-02-24,8117.993,415.517,0.051184695999999995
13676,6.0,1.0,34.0,9.0,8.0,3.0,2.0,2.0,1.0,12.0,5.0,7.0,0.0,0.0,23722.0,1582568,PBF LOGISTICS LP,2017-02-24,737.55,100.287,0.135973154
13677,3.0,0.0,8.0,23.0,2.0,1.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,0.0,10146.0,1050377,PC CONNECTION INC,2017-03-03,747.8510000000001,54.857,0.073352847
13678,0.0,0.0,13.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5239.0,1057083,PCTEL INC,2017-03-15,96.46600000000001,3.822,0.039620177
13679,11.0,0.0,38.0,10.0,7.0,3.0,1.0,0.0,0.0,11.0,2.0,7.0,0.0,0.0,12789.0,937941,PCM INC,2017-03-16,740.252,3.091,0.004175605
13680,24.0,0.0,73.0,27.0,19.0,2.0,0.0,1.0,0.0,9.0,13.0,9.0,0.0,0.0,32056.0,77877,PDC ENERGY INC,2017-02-28,4419.891,-127.50399999999999,-0.02884777
13681,5.0,0.0,10.0,6.0,1.0,6.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,8073.0,1120914,PDF SOLUTIONS INC,2017-03-09,224.176,-1.337,-0.005964064
13682,13.0,0.0,42.0,4.0,8.0,0.0,0.0,2.0,0.0,3.0,6.0,6.0,1.0,0.0,14178.0,1064728,PEABODY ENERGY CORP,2017-03-22,8181.2,466.5,0.057020975
13683,8.0,1.0,80.0,8.0,1.0,4.0,0.0,1.0,0.0,4.0,5.0,6.0,2.0,0.0,12110.0,1050743,PEAPACK-GLADSTONE FINAN CORP,2017-03-14,4260.5470000000005,36.497,0.008566271
13685,24.0,1.0,72.0,24.0,13.0,4.0,1.0,0.0,0.0,10.0,17.0,14.0,4.0,0.0,48169.0,1141197,PEDEVCO CORP,2017-03-27,36.400999999999996,-36.37,-0.999148375
13686,8.0,0.0,21.0,4.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,6871.0,1013857,PEGASYSTEMS INC,2017-02-24,721.6060000000001,32.934,0.045639864
13688,5.0,1.0,26.0,3.0,6.0,0.0,0.0,1.0,0.0,3.0,4.0,2.0,1.0,0.0,11691.0,921738,PENN NATIONAL GAMING INC,2017-02-24,5234.812,473.463,0.090445082
13689,10.0,0.0,35.0,4.0,6.0,3.0,0.0,1.0,0.0,4.0,5.0,4.0,0.0,0.0,9293.0,77159,PENN VIRGINIA CORP,2017-03-16,629.597,32.662,0.05187763
13690,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2341.0,716605,PENNS WOODS BANCORP INC,2017-03-10,1474.4920000000002,9.773,0.006628045
13691,2.0,0.0,45.0,19.0,9.0,0.0,0.0,3.0,0.0,9.0,14.0,6.0,0.0,0.0,24060.0,77281,PENNSYLVANIA RE INVS TRUST,2017-02-28,2588.771,-29.344,-0.011335108
13693,7.0,2.0,22.0,27.0,2.0,4.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,16462.0,1019849,PENSKE AUTOMOTIVE GROUP INC,2017-02-24,10540.6,613.3,0.058184544000000005
13694,6.0,1.0,20.0,7.0,9.0,2.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,7906.0,77360,PENTAIR PLC,2017-02-21,8633.7,666.5,0.077197494
13695,2.0,3.0,42.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,6221.0,318300,PEOPLES BANCORP INC/OH,2017-02-27,3581.6859999999997,38.471,0.010741031000000002
13696,0.0,1.0,22.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,3548.0,770460,PEOPLES FINANCIAL CORP/MS,2017-03-15,650.424,2.758,0.004240311
13697,3.0,2.0,31.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,7382.0,1056943,PEOPLES FINANCIAL SERVICES,2017-03-16,2169.031,18.457,0.00850933
13699,9.0,0.0,27.0,5.0,13.0,0.0,1.0,2.0,0.0,1.0,3.0,5.0,1.0,2.0,16424.0,77476,PEPSICO INC,2017-02-15,79804.0,4857.0,0.060861610999999996
13700,12.0,0.0,25.0,5.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,8144.0,1085869,PERFICIENT INC,2017-02-28,499.06,18.581,0.037231996
13701,3.0,0.0,14.0,5.0,8.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,6997.0,31791,PERKINELMER INC,2017-02-28,6091.463000000001,292.633,0.048039855
13702,0.0,0.0,18.0,6.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,7194.0,891532,PERMA-FIX ENVIRONMENTAL SVCS,2017-03-24,59.538000000000004,-3.68,-0.061809265
13703,2.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,3922.0,319654,PERMIAN BASIN ROYALTY TRUST,2017-03-10,3.95,29.325,7.424050632999999
13704,9.0,0.0,27.0,11.0,23.0,2.0,0.0,0.0,0.0,17.0,7.0,4.0,0.0,0.0,20749.0,1024126,PERNIX THERAPEUTICS HOLDINGS,2017-03-28,205.49200000000002,-77.141,-0.375396609
13705,6.0,0.0,31.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,0.0,0.0,10851.0,872248,PETROQUEST ENERGY INC,2017-03-09,164.298,-6.6370000000000005,-0.04039611
13706,12.0,0.0,72.0,8.0,27.0,0.0,0.0,1.0,0.0,5.0,7.0,14.0,0.0,0.0,20841.0,78003,PFIZER INC,2017-02-23,171797.0,21308.0,0.124030105
13707,3.0,0.0,21.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,8719.0,1095315,PFSWEB INC,2017-03-16,185.787,-3.964,-0.021336261000000002
13708,10.0,0.0,26.0,7.0,7.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,0.0,1.0,23131.0,1004980,PG&E CORP,2017-02-16,68012.0,1660.0,0.024407457999999996
13709,0.0,1.0,10.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4235.0,1354327,PGT INNOVATIONS INC,2017-03-10,453.119,39.839,0.087921716
13710,9.0,0.0,25.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,8685.0,1326190,ALTIMMUNE INC,2017-03-14,63.03,-46.425,-0.736554022
13712,11.0,0.0,73.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,15922.0,77776,PHH CORP,2017-02-28,1811.0,-217.0,-0.11982330199999999
13713,12.0,0.0,66.0,7.0,7.0,0.0,0.0,1.0,1.0,5.0,3.0,4.0,0.0,1.0,15983.0,350403,PHI INC,2017-02-27,1401.846,7.532,0.005372915
13714,4.0,0.0,35.0,3.0,6.0,1.0,1.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,12195.0,1572910,PHILLIPS 66 PARTNERS LP,2017-02-17,5334.0,524.0,0.09823772
13717,13.0,0.0,54.0,9.0,23.0,2.0,0.0,1.0,0.0,11.0,12.0,12.0,0.0,0.0,29500.0,711665,GADSEN PROPERTIES INC,2017-03-31,5.794,-19.384,-3.345529858
13718,1.0,0.0,14.0,11.0,9.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5513.0,810136,PHOTRONICS INC,2017-01-06,1020.794,13.13,0.012862536
13719,6.0,5.0,28.0,29.0,16.0,3.0,0.0,0.0,0.0,4.0,1.0,5.0,2.0,0.0,16625.0,830122,PICO HOLDINGS INC,2017-03-03,214.40200000000002,0.46399999999999997,0.002164159
13720,10.0,0.0,55.0,12.0,14.0,0.0,0.0,3.0,0.0,4.0,8.0,10.0,0.0,0.0,24896.0,1583648,PIERIS PHARMACEUTICALS INC,2017-03-30,103.876,-17.647000000000002,-0.16988524800000002
